Dummy Trades Date Time,Data.ser version date,CSV Trades History file name,Dummy Trades Summary CSV file name,Symbol,Timeframe,Match Score Smoothing,Match Score Threshold,Price Variation Threshold,Extrapolate Price Variation,Extrapolate Match Score,Pattern Autoconfig,Computation Autoconfig,Computation Type,Computation Pattern Type,Atomic Partition,Scope,Full Scope,Pattern Length,Pattern Granularity,Trading Match Score Smoothing,Trading Match Score Threshold,Trading Price Variation Threshold,Trading Extrapolate Price Variation,Trading Extrapolate Match Score,Reward to Risk ratio,Risk Percentage,Price Variation Multiplier,SL_TP Strategy,Max Trades,Trades Result,Initial Account Balance,Target Account Balance,Final Account Balance,Minimum Account Balance,Number of Trades performed,Number of Longs,Number of Shorts,Number of Useless Trades,Used to Useless Trade ratio,Total PnL,Long PnL,Short PnL,Total Win to Loss ratio,Long Win to Loss ratio,Short Win to Loss ratio,Average Total PnL,Average Long PnL,Average Short PnL,Average Total Return,Average Long Return,Average Short Return,Profit Factor,Profit Factor Qualification,Total Duration (in days),Annualized Return %
19/02/2024 00:32:01,2024.02.15_16.03.34,2024.02.19_00.32.01_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 00:32:15,2024.02.15_16.03.34,2024.02.19_00.32.15_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 00:39:00,2024.02.15_16.03.34,2024.02.19_00.39.00_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 00:39:12,2024.02.15_16.03.34,2024.02.19_00.39.12_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 00:56:02,2024.02.15_16.03.34,2024.02.19_00.56.02_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 00:56:03,2024.02.15_16.03.34,2024.02.19_00.56.03_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 01:18:46,2024.02.19_01.18.18,2024.02.19_01.18.46_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 01:18:46,2024.02.19_01.18.18,2024.02.19_01.18.46_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 01:50:07,2024.02.19_01.18.18,2024.02.19_01.50.07_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 01:50:07,2024.02.19_01.18.18,2024.02.19_01.50.07_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:03:07,2024.02.19_01.18.18,2024.02.19_02.03.07_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:03:07,2024.02.19_01.18.18,2024.02.19_02.03.07_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:04:43,2024.02.19_01.18.18,2024.02.19_02.04.43_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:04:57,2024.02.19_01.18.18,2024.02.19_02.04.57_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:14:38,2024.02.19_01.18.18,2024.02.19_02.14.38_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:14:52,2024.02.19_01.18.18,2024.02.19_02.14.52_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:14:59,2024.02.19_01.18.18,2024.02.19_02.14.59_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:15:12,2024.02.19_01.18.18,2024.02.19_02.15.12_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:16:04,2024.02.19_01.18.18,2024.02.19_02.16.04_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:16:04,2024.02.19_01.18.18,2024.02.19_02.16.04_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:25:13,2024.02.19_01.18.18,2024.02.19_02.25.13_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:25:13,2024.02.19_01.18.18,2024.02.19_02.25.13_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:27:13,2024.02.19_01.18.18,2024.02.19_02.27.13_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:27:26,2024.02.19_01.18.18,2024.02.19_02.27.26_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 02:31:14,2024.02.19_01.18.18,2024.02.19_02.31.14_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 02:31:26,2024.02.19_01.18.18,2024.02.19_02.31.26_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 10:55:57,2024.02.19_01.18.18,2024.02.19_10.55.57_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 10:56:09,2024.02.19_01.18.18,2024.02.19_10.56.09_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 11:00:06,2024.02.19_01.18.18,2024.02.19_11.00.06_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
19/02/2024 11:00:20,2024.02.19_01.18.18,2024.02.19_11.00.20_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 11:03:27,2024.02.19_01.18.18,2024.02.19_11.03.27_Dummy Trade Account_randomized=false_BTC_USD_FOUR_HOUR_Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,FOUR_HOUR,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,12,true,18,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,17362.5,5000.0,64,64,0,411,0.16,7362.5,7362.5,0.0,1.67,1.67,0.0,115.04,115.04,0.0,61.35,61.35,0.0,1.52,GOOD,156.83,167.97
19/02/2024 11:03:27,2024.02.19_01.18.18,2024.02.19_11.03.27_Dummy Trade Account_randomized=false_BTC_USD_DAY_Upscale-Upscale-DUMMY_Gemini_BTCUSD_1h_26_08_23_to_14_02_24.csv__NEUTRAL,dummy_trades_summary,BTC_USD,DAY,NONE,20.0,1.0,false,false,TIMEFRAME_LONG,DEFAULT,BASIC_ITERATION,MULTI_PREDICTIVE,true,14,true,21,100,NONE,20,1.0,false,false,2.0,10,2.0,SL_IS_2X_TP,100,NEUTRAL,10000.0,20000.0,16514.63,5000.0,13,13,0,37,0.35,6514.63,6514.63,0.0,12.0,12.0,0.0,501.13,501.13,0.0,51.49,51.49,0.0,14.95,OUTSTANDING,131.0,176.64
